,ID,Artist,Title,Image URL,Painting Info URL,Artist Info URL,name,artist,artist_1,artist_name,artist_name_1,content_id
235,577286caedc2cb38800568c5,Johann Georg Pinzel,Crucifixion,https://uploads6.wikiart.org/images/johann-georg-pinzel/crucifixion-1758.jpg,https://www.wikiart.org/en/johann-georg-pinzel/crucifixion-1758,https://www.wikiart.org/en/johann-georg-pinzel,crucifixion-1758.jpg,johann-georg-pinzel,johann-georg-pinzel,johann-georg-pinzel,johann-georg-pinzel,327311
236,5772804dedc2cb3880f0acff,Henri Laurens,Head of a Young Girl,https://uploads5.wikiart.org/images/henri-laurens/head-of-a-young-girl-t-te-de-jeune-fillette-1920.jpg,https://www.wikiart.org/en/henri-laurens/head-of-a-young-girl-t-te-de-jeune-fillette-1920,https://www.wikiart.org/en/henri-laurens,head-of-a-young-girl-t-te-de-jeune-fillette-1920.jpg,henri-laurens,henri-laurens,henri-laurens,henri-laurens,290509
237,5772867cedc2cb38800448ac,Adolph Menzel,Afternoon in the Tuileries Gardens,https://uploads8.wikiart.org/images/adolph-menzel/afternoon-in-the-tuileries-gardens-1867(1).jpg,https://www.wikiart.org/en/adolph-menzel/afternoon-in-the-tuileries-gardens-1867,https://www.wikiart.org/en/adolph-menzel,afternoon-in-the-tuileries-gardens-1867(1).jpg,adolph-menzel,adolph-menzel,adolph-menzel,adolph-menzel,325566
239,5772829fedc2cb3880f82c16,Abraham Manievich,"Destruction of the Ghetto, Kiev",https://uploads5.wikiart.org/images/abraham-manievich/destruction-of-the-ghetto-kiev-1919.jpg,https://www.wikiart.org/en/abraham-manievich/destruction-of-the-ghetto-kiev-1919,https://www.wikiart.org/en/abraham-manievich,destruction-of-the-ghetto-kiev-1919.jpg,abraham-manievich,abraham-manievich,abraham-manievich,abraham-manievich,304100
241,5772877fedc2cb3880075b90,Noguchi Isamu ,Coffee Table (IN-50),https://uploads7.wikiart.org/images/isamu-noguchi/coffee-table-in-50-1945.jpg,https://www.wikiart.org/en/noguchi-isamu/coffee-table-in-50-1945,https://www.wikiart.org/en/noguchi-isamu,coffee-table-in-50-1945.jpg,isamu-noguchi,noguchi-isamu-,isamu-noguchi,noguchi-isamu-,332299
244,57727febedc2cb3880ef675e,Dan Christensen,Untitled,https://uploads8.wikiart.org/images/dan-christensen/untitled-1968.jpg,https://www.wikiart.org/en/dan-christensen/untitled-1968,https://www.wikiart.org/en/dan-christensen,untitled-1968.jpg,dan-christensen,dan-christensen,dan-christensen,dan-christensen,288178
247,57726f08edc2cb3880b94016,Piero della Francesca,Nativity,https://uploads8.wikiart.org/images/piero-della-francesca/nativity-1475(2).jpg,https://www.wikiart.org/en/piero-della-francesca/nativity-1475,https://www.wikiart.org/en/piero-della-francesca,nativity-1475(2).jpg,piero-della-francesca,piero-della-francesca,piero-della-francesca,piero-della-francesca,192350
256,57728741edc2cb388006c5a6,Michael Heizer,"North, East, South, West",https://uploads2.wikiart.org/images/michael-heizer/north-east-south-west-1967.jpg,https://www.wikiart.org/en/michael-heizer/north-east-south-west-1967,https://www.wikiart.org/en/michael-heizer,north-east-south-west-1967.jpg,michael-heizer,michael-heizer,michael-heizer,michael-heizer,331144
259,57726f2fedc2cb3880b9d92c,Michelangelo,The Dying Slave,https://uploads3.wikiart.org/images/michelangelo/the-dying-slave-1515.jpg,https://www.wikiart.org/en/michelangelo/the-dying-slave-1515,https://www.wikiart.org/en/michelangelo,the-dying-slave-1515.jpg,michelangelo,michelangelo,michelangelo,michelangelo,193261
262,59ae59a9edc2c9cdd87cc189,Quentin Matsys,The Moneylender and His Wife,https://uploads3.wikiart.org/00148/images/quentin-matsys/quentin-massys-001.jpg,https://www.wikiart.org/en/quentin-matsys/the-moneylender-and-his-wife-1514,https://www.wikiart.org/en/quentin-matsys,quentin-massys-001.jpg,quentin-matsys,quentin-matsys,quentin-matsys,quentin-matsys,9223372032559823482
266,577286aaedc2cb388004e45a,Horace Vernet,The Battle of Hanau,https://uploads2.wikiart.org/images/horace-vernet/the-battle-of-hanau-1824(1).jpg,https://www.wikiart.org/en/horace-vernet/the-battle-of-hanau-1824,https://www.wikiart.org/en/horace-vernet,the-battle-of-hanau-1824(1).jpg,horace-vernet,horace-vernet,horace-vernet,horace-vernet,326605
267,577289e5edc2cb38800f30df,Eric Ravilious,Different aspects of submarines,https://uploads1.wikiart.org/images/eric-ravilious/different-aspects-of-submarines(1).jpg,https://www.wikiart.org/en/eric-ravilious/different-aspects-of-submarines,https://www.wikiart.org/en/eric-ravilious,different-aspects-of-submarines(1).jpg,eric-ravilious,eric-ravilious,eric-ravilious,eric-ravilious,361224
269,57728366edc2cb3880faa056,Stuart Davis,The Mellow Pad,https://uploads2.wikiart.org/images/stuart-davis/the-mellow-pad-1951.jpg,https://www.wikiart.org/en/stuart-davis/the-mellow-pad-1951,https://www.wikiart.org/en/stuart-davis,the-mellow-pad-1951.jpg,stuart-davis,stuart-davis,stuart-davis,stuart-davis,308153
273,57727e25edc2cb3880e9d1a7,Fyodor Alekseyev,The Foundling Hospital in Moscow,https://uploads6.wikiart.org/images/fyodor-alekseyev/the-foundling-hospital-in-moscow-1800.jpg,https://www.wikiart.org/en/fyodor-alekseyev/the-foundling-hospital-in-moscow-1800,https://www.wikiart.org/en/fyodor-alekseyev,the-foundling-hospital-in-moscow-1800.jpg,fyodor-alekseyev,fyodor-alekseyev,fyodor-alekseyev,fyodor-alekseyev,278550
275,57727febedc2cb3880ef6905,Judy Chicago,Rainbow Pickett,https://uploads3.wikiart.org/images/judy-chicago/rainbow-pickett-1965.jpg,https://www.wikiart.org/en/judy-chicago/rainbow-pickett-1965,https://www.wikiart.org/en/judy-chicago,rainbow-pickett-1965.jpg,judy-chicago,judy-chicago,judy-chicago,judy-chicago,288207
276,577287deedc2cb3880089e06,Leiko Ikemura,Eine Art nebeneinander,https://uploads2.wikiart.org/images/leiko-ikemura/eine-art-nebeneinander-1996.jpg,https://www.wikiart.org/en/leiko-ikemura/eine-art-nebeneinander-1996,https://www.wikiart.org/en/leiko-ikemura,eine-art-nebeneinander-1996.jpg,leiko-ikemura,leiko-ikemura,leiko-ikemura,leiko-ikemura,335031
280,57727c4bedc2cb3880e41315,Constantin Brancusi,The Endless Column,https://uploads8.wikiart.org/images/constantin-brancusi/the-endless-column.jpg,https://www.wikiart.org/en/constantin-brancusi/the-endless-column,https://www.wikiart.org/en/constantin-brancusi,the-endless-column.jpg,constantin-brancusi,constantin-brancusi,constantin-brancusi,constantin-brancusi,267682
283,5772863eedc2cb38800396c2,Gabriele Munter,Blume mit Vogel und Echsenkopf,https://uploads6.wikiart.org/images/gabriele-munter/blume-mit-vogel-und-echsenkopf-1911(1).jpg,https://www.wikiart.org/en/gabriele-munter/blume-mit-vogel-und-echsenkopf-1911,https://www.wikiart.org/en/gabriele-munter,blume-mit-vogel-und-echsenkopf-1911(1).jpg,gabriele-munter,gabriele-munter,gabriele-munter,gabriele-munter,324107
290,5772867cedc2cb38800448cc,Adolph Menzel,Aufbahrung der M&#228;rzgefallenen,https://uploads3.wikiart.org/images/adolph-menzel/aufbahrung-der-m-rzgefallenen-1848(1).jpg,https://www.wikiart.org/en/adolph-menzel/aufbahrung-der-m-rzgefallenen-1848,https://www.wikiart.org/en/adolph-menzel,aufbahrung-der-m-rzgefallenen-1848(1).jpg,adolph-menzel,adolph-menzel,adolph-menzel,adolph-menzel,325568
292,57726e34edc2cb3880b62340,Correggio,Noli Me Tangere,https://uploads0.wikiart.org/images/correggio/noli-me-tangere-1(2).jpg,https://www.wikiart.org/en/correggio/noli-me-tangere-1,https://www.wikiart.org/en/correggio,noli-me-tangere-1(2).jpg,correggio,correggio,correggio,correggio,186430
297,5772722cedc2cb3880c42b1a,Claude Monet,Camille Monet and a Child in the Artist’s Garden in Argenteuil,https://uploads8.wikiart.org/images/claude-monet/madame-monet-and-child(1).jpg,https://www.wikiart.org/en/claude-monet/madame-monet-and-child,https://www.wikiart.org/en/claude-monet,madame-monet-and-child(1).jpg,claude-monet,claude-monet,claude-monet,claude-monet,212081
299,577278feedc2cb3880d9d852,Natalia Goncharova,Harvest,https://uploads5.wikiart.org/images/natalia-goncharova/harvest.jpg,https://www.wikiart.org/en/natalia-goncharova/harvest,https://www.wikiart.org/en/natalia-goncharova,harvest.jpg,natalia-goncharova,natalia-goncharova,natalia-goncharova,natalia-goncharova,250008
302,57728759edc2cb388006da9a,Leon Underwood,Harvest Corn,https://uploads2.wikiart.org/images/leon-underwood/harvest-corn-1940.jpg,https://www.wikiart.org/en/leon-underwood/harvest-corn-1940,https://www.wikiart.org/en/leon-underwood,harvest-corn-1940.jpg,leon-underwood,leon-underwood,leon-underwood,leon-underwood,331715
309,59db4dcbedc2c9f0102204c6,Manoucher Yektai,Untitled,https://uploads8.wikiart.org/00153/images/manoucher-yektai/big53-manouch-65-jpg.jpg,https://www.wikiart.org/en/manoucher-yektai/untitled-1981,https://www.wikiart.org/en/manoucher-yektai,big53-manouch-65-jpg.jpg,manoucher-yektai,manoucher-yektai,manoucher-yektai,manoucher-yektai,9223372032559824334
313,596e1177edc2c9b5a892856b,Louise Moillon,"Still Life with Cherries, Strawberries and Gooseberries",https://uploads0.wikiart.org/00141/images/louise-moillon/display-image-7.jpg,https://www.wikiart.org/en/louise-moillon/still-life-with-cherries-strawberries-and-gooseberries-1630,https://www.wikiart.org/en/louise-moillon,display-image-7.jpg,louise-moillon,louise-moillon,louise-moillon,louise-moillon,9223372032559822414
314,580c9549edc2c92a9c183fdb,Pieter Bruegel the Elder,Landscape with the Fall of Icarus,https://uploads6.wikiart.org/00103/images/pieter-bruegel-the-elder/icarus.jpg,https://www.wikiart.org/en/pieter-bruegel-the-elder/landscape-with-the-fall-of-icarus-1560,https://www.wikiart.org/en/pieter-bruegel-the-elder,icarus.jpg,pieter-bruegel-the-elder,pieter-bruegel-the-elder,pieter-bruegel-the-elder,pieter-bruegel-the-elder,9223372032559808878
316,577287deedc2cb3880089df6,Leiko Ikemura,Dreist&#246;ckiges Haus in T&#252;rkis,https://uploads8.wikiart.org/images/leiko-ikemura/dreist-ckiges-haus-in-t-rkis-1995.jpg,https://www.wikiart.org/en/leiko-ikemura/dreist-ckiges-haus-in-t-rkis-1995,https://www.wikiart.org/en/leiko-ikemura,dreist-ckiges-haus-in-t-rkis-1995.jpg,leiko-ikemura,leiko-ikemura,leiko-ikemura,leiko-ikemura,335030
317,577286caedc2cb3880056869,Johann Georg Pinzel,Abraham’s Sacrifice,https://uploads6.wikiart.org/images/johann-georg-pinzel/samson-tearing-the-lion-s-mouth(1).jpg,https://www.wikiart.org/en/johann-georg-pinzel/samson-tearing-the-lion-s-mouth,https://www.wikiart.org/en/johann-georg-pinzel,samson-tearing-the-lion-s-mouth(1).jpg,johann-georg-pinzel,johann-georg-pinzel,johann-georg-pinzel,johann-georg-pinzel,327304
324,5772838eedc2cb3880fb29de,Arthur Dove,Sunrise,https://uploads3.wikiart.org/images/arthur-dove/sunrise-1924.jpg,https://www.wikiart.org/en/arthur-dove/sunrise-1924,https://www.wikiart.org/en/arthur-dove,sunrise-1924.jpg,arthur-dove,arthur-dove,arthur-dove,arthur-dove,308794
328,593f90eeedc2c97ce0e50c32,Kazimierz Mikulski,ZŁOTOWŁOSE,https://uploads3.wikiart.org/00136/images/kazimierz-mikulski/z-otow-ose-1954.jpg,https://www.wikiart.org/en/kazimierz-mikulski/zlotowlose-1954,https://www.wikiart.org/en/kazimierz-mikulski,z-otow-ose-1954.jpg,kazimierz-mikulski,kazimierz-mikulski,kazimierz-mikulski,kazimierz-mikulski,9223372032559821376
333,5772863fedc2cb3880039752,Gabriele Munter,Kandinsky and Erma Bossi at the Table in the Murnau House,https://uploads6.wikiart.org/images/gabriele-munter/kandinsky-and-erma-bossi-at-the-table-in-the-murnau-house-1912(1).jpg,https://www.wikiart.org/en/gabriele-munter/kandinsky-and-erma-bossi-at-the-table-in-the-murnau-house-1912,https://www.wikiart.org/en/gabriele-munter,kandinsky-and-erma-bossi-at-the-table-in-the-murnau-house-1912(1).jpg,gabriele-munter,gabriele-munter,gabriele-munter,gabriele-munter,324116
336,577276e9edc2cb3880d31b13,Alfred Sisley,The&#160;regattas&#160;Moseley,https://uploads0.wikiart.org/images/alfred-sisley/the-regattas-moseley-1874.jpg,https://www.wikiart.org/en/alfred-sisley/the-regattas-moseley-1874,https://www.wikiart.org/en/alfred-sisley,the-regattas-moseley-1874.jpg,alfred-sisley,alfred-sisley,alfred-sisley,alfred-sisley,237997
337,57728985edc2cb38800de8f6,Medardo Rosso,Laughing Woman (Large Version),https://uploads8.wikiart.org/images/medardo-rosso/laughing-woman-large-version-1891.jpg,https://www.wikiart.org/en/medardo-rosso/laughing-woman-large-version-1891,https://www.wikiart.org/en/medardo-rosso,laughing-woman-large-version-1891.jpg,medardo-rosso,medardo-rosso,medardo-rosso,medardo-rosso,348039
341,5882c5f6edc2c9e7787dac19,Carl Hols&#248;e,Woman with a Fruit Bowl,https://uploads1.wikiart.org/00116/images/carl-holsoe/carl-vilhelm-hols-e-www-kaifineart-com-3.jpg,https://www.wikiart.org/en/carl-holsoe/woman-with-a-fruit-bowl-1900,https://www.wikiart.org/en/carl-holsoe,carl-vilhelm-hols-e-www-kaifineart-com-3.jpg,carl-holsoe,carl-hols&#248;e,carl-holsoe,carl-hols&#248;e,9223372032559811515
347,57727a06edc2cb3880dd2d61,Hendrick Terbrugghen,Singing Boy,https://uploads7.wikiart.org/images/hendrick-terbrugghen/singing-boy-1627.jpg,https://www.wikiart.org/en/hendrick-terbrugghen/singing-boy-1627,https://www.wikiart.org/en/hendrick-terbrugghen,singing-boy-1627.jpg,hendrick-terbrugghen,hendrick-terbrugghen,hendrick-terbrugghen,hendrick-terbrugghen,256078
360,57728759edc2cb388006daca,Leon Underwood,Mindslave,https://uploads8.wikiart.org/images/leon-underwood/mindslave-1934.jpg,https://www.wikiart.org/en/leon-underwood/mindslave-1934,https://www.wikiart.org/en/leon-underwood,mindslave-1934.jpg,leon-underwood,leon-underwood,leon-underwood,leon-underwood,331718
364,5772869fedc2cb388004d387,Sandor Bortnyik,The Twentieth Century,https://uploads3.wikiart.org/images/sandor-bortnyik/the-twentieth-century-1927.jpg,https://www.wikiart.org/en/sandor-bortnyik/the-twentieth-century-1927,https://www.wikiart.org/en/sandor-bortnyik,the-twentieth-century-1927.jpg,sandor-bortnyik,sandor-bortnyik,sandor-bortnyik,sandor-bortnyik,326303
365,57728221edc2cb3880f6bba1,Kenzo Okada,Tanabata,https://uploads4.wikiart.org/images/kenzo-okada/tanabata-1955.jpg,https://www.wikiart.org/en/kenzo-okada/tanabata-1955,https://www.wikiart.org/en/kenzo-okada,tanabata-1955.jpg,kenzo-okada,kenzo-okada,kenzo-okada,kenzo-okada,300984
366,57727e01edc2cb3880e99c27,Frans Hals,Malle Babbe,https://uploads6.wikiart.org/images/frans-hals/malle-babbe-1635.jpg,https://www.wikiart.org/en/frans-hals/malle-babbe-1635,https://www.wikiart.org/en/frans-hals,malle-babbe-1635.jpg,frans-hals,frans-hals,frans-hals,frans-hals,277681
367,58edc523edc2c963ccacd9a1,Jan Miense Molenaer,Quack and His Assistant,https://uploads4.wikiart.org/00127/images/jan-miense-molenaer/a-quack-and-his-assistant.jpg,https://www.wikiart.org/en/jan-miense-molenaer/quack-and-his-assistant-1630,https://www.wikiart.org/en/jan-miense-molenaer,a-quack-and-his-assistant.jpg,jan-miense-molenaer,jan-miense-molenaer,jan-miense-molenaer,jan-miense-molenaer,9223372032559814214
369,57727f49edc2cb3880ed8872,Tarsila do Amaral,The Moon,https://uploads1.wikiart.org/images/tarsila-do-amaral/the-moon-1928.jpg,https://www.wikiart.org/en/tarsila-do-amaral/the-moon-1928,https://www.wikiart.org/en/tarsila-do-amaral,the-moon-1928.jpg,tarsila-do-amaral,tarsila-do-amaral,tarsila-do-amaral,tarsila-do-amaral,284828
372,5772866fedc2cb38800433df,Bice Lazzari,Senza titolo,https://uploads3.wikiart.org/images/bice-lazzari/senza-titolo-1952(1).jpg,https://www.wikiart.org/en/bice-lazzari/senza-titolo-1952,https://www.wikiart.org/en/bice-lazzari,senza-titolo-1952(1).jpg,bice-lazzari,bice-lazzari,bice-lazzari,bice-lazzari,325153
376,577285c0edc2cb3880022fab,Aldo Mondino,Iniziazione,https://uploads8.wikiart.org/images/aldo-mondino/iniziazione-1969.jpg,https://www.wikiart.org/en/aldo-mondino/iniziazione-1969,https://www.wikiart.org/en/aldo-mondino,iniziazione-1969.jpg,aldo-mondino,aldo-mondino,aldo-mondino,aldo-mondino,321222
378,577288e7edc2cb38800bed3c,Jules Dupre,Marine Landscape (The Cape and Dunes of Saint-Quentin),https://uploads3.wikiart.org/images/jules-dupre/marine-landscape-the-cape-and-dunes-of-saint-quentin-1870.jpg,https://www.wikiart.org/en/jules-dupre/marine-landscape-the-cape-and-dunes-of-saint-quentin-1870,https://www.wikiart.org/en/jules-dupre,marine-landscape-the-cape-and-dunes-of-saint-quentin-1870.jpg,jules-dupre,jules-dupre,jules-dupre,jules-dupre,342255
379,57726e4bedc2cb3880b69fd3,Roy Lichtenstein,Crying girl,https://uploads6.wikiart.org/images/roy-lichtenstein/crying-girl-1964(1).jpg,https://www.wikiart.org/en/roy-lichtenstein/crying-girl-1964,https://www.wikiart.org/en/roy-lichtenstein,crying-girl-1964(1).jpg,roy-lichtenstein,roy-lichtenstein,roy-lichtenstein,roy-lichtenstein,187127
380,57728a37edc2cb3880105a46,William Hamilton,Vortigern and Rowena,https://uploads7.wikiart.org/images/william-hamilton/vortigern-and-rowena.jpg,https://www.wikiart.org/en/william-hamilton/vortigern-and-rowena,https://www.wikiart.org/en/william-hamilton,vortigern-and-rowena.jpg,william-hamilton,william-hamilton,william-hamilton,william-hamilton,362977
384,57726e26edc2cb3880b60d45,Pietro Longhi,Fall of the Giants,https://uploads2.wikiart.org/images/pietro-longhi/fall-of-the-giants.jpg,https://www.wikiart.org/en/pietro-longhi/fall-of-the-giants-1734-1,https://www.wikiart.org/en/pietro-longhi,fall-of-the-giants.jpg,pietro-longhi,pietro-longhi,pietro-longhi,pietro-longhi,185545
386,5772831dedc2cb3880f9f177,Morris Graves,Hibernation,https://uploads0.wikiart.org/images/morris-graves/hibernation-1954.jpg,https://www.wikiart.org/en/morris-graves/hibernation-1954,https://www.wikiart.org/en/morris-graves,hibernation-1954.jpg,morris-graves,morris-graves,morris-graves,morris-graves,306810
388,57728254edc2cb3880f7617d,Robert Morris,Untitled (L-Beams),https://uploads5.wikiart.org/images/robert-morris/untitled-l-beams-1965.jpg,https://www.wikiart.org/en/robert-morris/untitled-l-beams-1965,https://www.wikiart.org/en/robert-morris,untitled-l-beams-1965.jpg,robert-morris,robert-morris,robert-morris,robert-morris,302214
390,5772848cedc2cb3880fe5c3f,Paul Bril,Ruins and Figures,https://uploads2.wikiart.org/images/paul-bril/ruins-and-figures-1600.jpg,https://www.wikiart.org/en/paul-bril/ruins-and-figures-1600,https://www.wikiart.org/en/paul-bril,ruins-and-figures-1600.jpg,paul-bril,paul-bril,paul-bril,paul-bril,314559
391,5772869bedc2cb388004cc60,Eduardo Arroyo,La Perquisition de St. Sebastian,https://uploads3.wikiart.org/images/eduardo-arroyo/la-perquisition-de-st-sebastian-1969.jpg,https://www.wikiart.org/en/eduardo-arroyo/la-perquisition-de-st-sebastian-1969,https://www.wikiart.org/en/eduardo-arroyo,la-perquisition-de-st-sebastian-1969.jpg,eduardo-arroyo,eduardo-arroyo,eduardo-arroyo,eduardo-arroyo,326148
395,5772785bedc2cb3880d78461,Matthias Gr&#252;newald,Nativity (detail from the cental right Crucifixion panel of the Isenheim Altarpiece),https://uploads1.wikiart.org/images/matthias-grünewald/nativity-detail-from-the-cental-right-crucifixion-panel-of-the-isenheim-altarpiece-1.jpg,https://www.wikiart.org/en/matthias-grunewald/nativity-detail-from-the-cental-right-crucifixion-panel-of-the-isenheim-altarpiece-0,https://www.wikiart.org/en/matthias-grunewald,nativity-detail-from-the-cental-right-crucifixion-panel-of-the-isenheim-altarpiece-1.jpg,matthias-grünewald,matthias-gr&#252;newald,matthias-grünewald,matthias-gr&#252;newald,246631
